,Valor,Calificacion,Area
1301,760141,9.0,4431
1302,540550,4.0,3117
1303,378733,7.0,2183
1304,621631,6.0,4932
1305,569679,6.0,4341
1306,1130823,5.0,3353
1307,713149,2.0,2971
1309,449791,2.0,1799
1310,933963,5.0,4300
1311,910305,8.0,3967
1312,1045485,4.0,1814
1313,846106,3.0,2918
1314,577117,4.0,4075
1315,608657,4.0,452
1316,934599,9.0,3900
1317,551526,7.0,1967
1318,544417,5.0,2880
1319,681774,2.0,275
1320,881802,6.0,4953
1321,877995,9.0,4810
1322,812241,3.0,3233
1323,567146,9.0,822
1324,480691,10.0,636
1325,487023,8.0,2611
1326,619790,2.0,751
1327,534028,10.0,4216
1328,824347,6.0,2071
1329,680280,8.0,4398
1330,936760,3.0,4157
1332,995445,9.0,492
1333,1096206,1.0,4579
1334,896578,10.0,2595
1335,488576,6.0,4483
1336,524029,4.0,3587
1337,794908,8.0,1725
1338,854991,4.0,2543
1339,634944,8.0,1119
1340,1138631,6.0,3724
1341,562381,3.0,3232
1342,688965,9.0,2672
1343,710133,9.0,451
1345,1136586,6.0,4394
1346,526234,7.0,2223
1347,761717,8.0,2825
1348,367237,6.0,4005
1349,893786,9.0,2301
1350,799488,6.0,2202
1351,1032837,8.0,3090
1352,614164,9.0,3207
1354,498565,6.0,2781
1355,926770,2.0,4554
1356,726017,7.0,3035
1357,797642,4.0,886
1358,917727,10.0,619
1359,1143353,4.0,2967
1360,585144,2.0,261
1362,744444,1.0,3106
1363,684618,4.0,1120
1364,591804,6.0,1406
1365,842362,7.0,998
1366,547892,4.0,1442
1367,573036,6.0,554
1368,1141746,3.0,2918
1369,658967,9.0,1316
1370,730059,7.0,2775
1371,670156,4.0,1093
1372,553443,9.0,3645
1373,942864,3.0,2490
1374,777793,1.0,1379
1376,518672,6.0,1967
1377,914100,6.0,2310
1378,1058062,5.0,583
1379,768574,8.0,3353
1380,1132403,6.0,658
1381,416905,2.0,3247
1382,411126,3.0,3049
1383,478208,6.0,4605
1384,535304,8.0,3326
1385,718691,1.0,4739
1386,1014601,6.0,2969
1387,623731,6.0,3862
1388,604395,3.0,1087
1389,1138830,3.0,2113
1390,981634,6.0,4409
1391,657406,6.0,1562
1392,921749,9.0,386
1393,1007800,3.0,1132
1395,804346,8.0,566
1396,1083157,9.0,438
1397,796445,1.0,1616
1398,549811,1.0,2459
1399,1050726,4.0,692
1400,824689,7.0,2330
1402,408681,2.0,4626
1403,870147,6.0,1862
1404,407061,7.0,688
1405,794254,10.0,4256
1406,605125,4.0,3025
1407,766557,5.0,4556
1408,519987,8.0,833
1409,702840,6.0,3755
1410,1122959,8.0,1219
1411,682458,5.0,3539
1412,706950,1.0,3297
1413,589592,5.0,3584
1414,415504,8.0,2775
1415,447325,4.0,4086
1416,1147820,1.0,4792
1417,604600,3.0,2839
1418,710318,10.0,3406
1420,700371,8.0,2494
1421,394465,4.0,4325
1422,525467,4.0,492
1423,575724,5.0,3308
1424,590016,5.0,3113
1425,628434,6.0,3789
1426,819524,2.0,2291
1427,689748,5.0,577
1428,1033914,9.0,1472
1429,790949,9.0,4342
1430,726698,8.0,3223
1431,875736,4.0,4649
1432,912369,8.0,925
1433,645197,9.0,1437
1435,494146,4.0,2008
1436,822917,8.0,953
1437,694081,3.0,4866
1438,412093,7.0,3339
1439,415463,3.0,1933
1441,751853,1.0,3866
1443,894284,8.0,422
1444,694806,9.0,1454
1446,711593,5.0,2405
1447,790593,10.0,4753
1450,365197,9.0,4921
1451,375754,9.0,3120
1452,599099,4.0,4141
1453,810128,4.0,1305
1454,1013961,8.0,2211
1455,859489,10.0,4324
1456,500025,2.0,3479
1457,619163,4.0,3108
1458,1049773,8.0,2035
1459,388486,6.0,2839
1460,369575,3.0,1903
1461,497580,2.0,4152
1462,836131,4.0,3328
1463,678695,6.0,4179
1464,944813,1.0,2102
1465,465497,1.0,1281
1467,618450,8.0,2076
1468,521122,2.0,4296
1469,1147380,3.0,3598
1471,553105,1.0,295
1472,363976,6.0,3225
1473,967850,7.0,2870
1474,355712,3.0,2698
1475,403696,3.0,3358
1476,646935,8.0,3077
1477,704431,5.0,1126
1478,1019702,8.0,1302
1479,534838,6.0,3205
1480,811936,5.0,499
1481,760583,9.0,456
1482,676201,2.0,673
1483,815698,5.0,1050
1484,483733,4.0,1748
1485,818834,1.0,601
1486,710552,6.0,2131
1487,781287,5.0,4825
1488,634001,6.0,4792
1490,436099,3.0,2001
1491,822062,7.0,2249
1492,1068791,2.0,4171
1493,1145910,1.0,975
1494,354034,2.0,2843
1495,827575,3.0,694
1496,818198,9.0,3410
1497,707856,6.0,2230
1498,754296,6.0,644
1499,839328,9.0,836
1500,419866,1.0,4182
1501,971876,8.0,633
1502,731247,2.0,1241
1503,1064567,2.0,3075
1505,1073130,1.0,952
1506,1013353,6.0,2514
1507,444854,5.0,4144
1508,957218,10.0,1013
1509,721802,8.0,1911
1510,536022,3.0,3686
1511,976080,2.0,1935
1512,664874,1.0,1727
1513,995909,8.0,3278
1514,478872,5.0,1945
1515,971082,7.0,1524
1516,743764,7.0,3787
1517,705761,2.0,867
1518,855910,6.0,1757
1519,467818,1.0,985
1520,424252,5.0,4216
1521,524595,1.0,437
1522,1050001,4.0,1245
1523,932809,4.0,1421
1524,1145345,8.0,445
1525,464238,1.0,2015
1526,944675,10.0,3094
1527,356764,6.0,3568
1528,799609,8.0,2215
1529,1039416,1.0,4524
1530,651694,4.0,930
1533,1108072,1.0,716
1534,956005,5.0,1929
1535,496494,7.0,3262
1536,397726,2.0,4010
1537,742082,2.0,367
1539,852811,8.0,601
1540,729469,1.0,1966
1541,801258,6.0,1236
1542,411328,6.0,3111
1543,385970,3.0,3108
1544,756386,2.0,1923
1545,1033242,6.0,599
1546,624931,9.0,2093
1547,654031,7.0,2133
1548,908455,10.0,2894
1550,446286,4.0,3097
1551,823582,9.0,2196
1552,894191,5.0,1162
1553,730400,6.0,2010
1554,902890,6.0,4894
1555,534242,10.0,4595
1556,1113755,1.0,464
1557,477235,5.0,1605
1558,415587,5.0,3100
1559,415827,9.0,2421
1560,454770,7.0,4447
1561,913671,7.0,4477
1562,1012379,9.0,495
1563,980567,6.0,2238
1564,1149194,8.0,4642
1565,601565,3.0,1926
1566,460329,8.0,3493
1567,1007949,6.0,3103
1568,603429,9.0,2277
1569,728298,9.0,4625
1570,710631,2.0,1488
1571,619382,5.0,4996
1572,718971,6.0,3905
1573,1135040,7.0,4728
1574,692630,1.0,1373
1575,708784,1.0,652
1576,593485,5.0,2661
1577,452316,4.0,3264
1578,439721,5.0,2842
1579,586549,1.0,3719
1580,698883,10.0,2456
1581,660082,1.0,4822
1582,369199,5.0,435
1583,918847,1.0,4296
1584,997204,7.0,946
1585,1114039,6.0,3953
1586,742994,4.0,4241
1587,435437,6.0,1362
1588,505490,5.0,4464
1589,672517,5.0,334
1590,851752,5.0,2897
1592,1022894,3.0,2733
1593,492234,5.0,3300
1594,1076159,3.0,3952
1595,735494,3.0,4458
1596,940942,3.0,4834
1597,548791,3.0,440
1599,862767,3.0,954
1600,632322,4.0,4677
1601,1126154,8.0,3047
1602,387671,10.0,3715
1603,635135,5.0,4540
1604,1038817,2.0,4655
1605,493318,5.0,1791
1607,977147,3.0,3770
1609,871862,3.0,4957
1610,774031,6.0,2113
1611,551147,1.0,1015
1612,735587,9.0,4574
1613,729874,5.0,2949
1614,1118806,4.0,2670
1615,950173,1.0,1614
1616,603816,3.0,2581
1617,350956,6.0,942
1618,579612,7.0,2292
1619,883531,10.0,3416
1620,1063050,6.0,1047
1621,467095,6.0,740
1622,967602,9.0,2210
1623,677674,4.0,1156
1624,1081841,9.0,1136
1625,561398,8.0,714
1626,667020,5.0,4011
1627,776389,9.0,3908
1628,864420,4.0,1677
1629,1127969,6.0,4682
1631,429281,8.0,4656
1632,1126067,6.0,4310
1633,1075924,9.0,4221
1634,627173,9.0,2046
1635,596150,4.0,3877
1636,383860,2.0,4743
1637,543467,7.0,2864
1638,816963,5.0,4137
1639,1085501,1.0,2542
1640,844948,5.0,2297
1643,555127,4.0,4494
1644,547237,3.0,1284
1645,880540,5.0,2342
1646,487085,8.0,3033
1647,601364,4.0,1415
1648,719710,7.0,1385
1649,1133927,4.0,1835
1650,436132,5.0,2454
1651,701398,2.0,163
1652,694310,3.0,1479
1653,534041,2.0,3795
1654,404096,7.0,1044
1656,469260,2.0,3142
1657,587524,6.0,3205
1658,865600,4.0,4199
1659,501856,4.0,2700
1660,698039,5.0,1279
1661,575418,3.0,1193
1662,452840,10.0,1071
1663,699749,5.0,3326
1664,843292,1.0,4212
1665,1131569,9.0,2727
1667,566265,1.0,3627
1668,1024860,4.0,2972
1669,446988,5.0,4599
1670,1147074,9.0,4015
1671,446477,8.0,1326
1672,620140,9.0,1787
1673,382621,7.0,2125
1674,405483,5.0,3472
1675,913791,6.0,342
1676,878668,10.0,3574
1677,782461,4.0,3314
1678,909851,6.0,3504
1679,1139378,6.0,4406
1680,718404,4.0,1771
1681,800746,2.0,2609
1682,537181,2.0,4590
1685,419515,6.0,2721
1686,726170,9.0,2049
1687,474920,3.0,3971
1688,503574,6.0,1034
1689,608938,1.0,3094
1690,1099728,6.0,4078
1691,474872,10.0,2507
1692,1081031,6.0,2486
1693,1104241,1.0,660
1695,1088561,4.0,4097
1696,824107,7.0,3639
1697,969066,3.0,2769
1698,918041,5.0,3962
1699,573994,1.0,4801
1700,1130949,2.0,264
1701,492903,8.0,4090
1702,481379,10.0,214
1703,681192,8.0,3192
1704,503327,7.0,4927
1705,621243,6.0,826
1707,1010060,3.0,2797
1709,406826,6.0,2331
1710,815951,6.0,652
1711,494897,10.0,4489
1712,503378,8.0,1089
1713,1144372,6.0,4001
1715,975541,5.0,398
1716,604583,3.0,4944
1717,407349,8.0,4179
1718,678038,8.0,4581
1719,677041,9.0,291
1720,812913,10.0,4254
1721,355891,2.0,4860
1722,433043,8.0,1186
1723,1071190,4.0,1478
1724,555189,1.0,2733
1725,664498,2.0,3068
1726,757832,6.0,181
1727,544224,5.0,4355
1728,592216,2.0,160
1730,1135870,1.0,3652
1731,927247,9.0,2217
1732,909217,3.0,4029
1733,657226,7.0,3608
1735,1041603,5.0,4799
1736,992358,10.0,1291
1737,1020170,1.0,3007
1738,811532,2.0,3406
1739,687343,9.0,2290
1740,817808,4.0,2141
1741,974338,2.0,3714
1742,824980,6.0,3204
1743,993562,3.0,3599
1745,958459,10.0,4457
1746,578934,1.0,2120
1747,631661,1.0,977
1748,648391,3.0,2330
1750,935288,1.0,1577
1751,1083986,9.0,3380
1752,668121,5.0,190
1753,885191,6.0,3126
1754,535510,5.0,2546
1755,583323,1.0,215
1757,583803,4.0,4900
1758,406521,4.0,2845
1759,585972,8.0,2233
1760,1078796,2.0,1349
1761,877399,5.0,4572
1763,1018710,4.0,1918
1764,1012457,6.0,4226
1765,479748,6.0,4534
1766,949818,7.0,3614
1767,442363,2.0,409
1768,892238,2.0,2971
1769,772160,8.0,348
1770,744699,2.0,756
1771,522336,5.0,2520
1772,967777,3.0,3705
1773,597009,9.0,487
1774,704227,5.0,2405
1775,896699,6.0,1818
1776,838869,6.0,2004
1777,647423,6.0,603
1778,1011297,7.0,3466
1779,669381,2.0,4395
1780,905433,2.0,3767
1781,626677,10.0,3284
1782,732292,10.0,358
1783,912555,8.0,1365
1785,584261,6.0,488
1786,1023364,5.0,953
1788,459152,7.0,743
1789,560229,4.0,2335
1790,753173,9.0,1938
1791,557393,8.0,3919
1792,1022608,1.0,1574
1793,1118833,6.0,3816
1794,405812,5.0,3040
1796,814167,5.0,4693
1797,388319,2.0,4205
1798,503039,6.0,619
1799,977167,3.0,4025
1800,566660,4.0,1354
1801,403622,1.0,3093
1802,926507,3.0,1300
1803,517569,4.0,3995
1804,735323,6.0,414
1806,901679,9.0,4405
1807,583796,7.0,1130
1808,732915,8.0,4447
1809,1035000,5.0,4930
1810,1136475,1.0,2356
1811,966360,1.0,302
1812,871555,9.0,1133
1813,399078,7.0,2145
1814,1006539,2.0,4692
1815,386547,4.0,3105
1816,909878,3.0,3377
1817,491454,4.0,2503
1818,804597,3.0,3640
1821,569131,7.0,1195
1822,1106576,2.0,1993
1823,469486,7.0,725
1824,1012279,2.0,3626
1827,438984,10.0,4543
1828,662432,6.0,1027
1829,768381,4.0,4666
1830,923189,6.0,3881
1831,1111626,6.0,2517
1832,500486,5.0,1646
1833,666965,9.0,1075
1834,941813,9.0,4223
1835,427608,5.0,2663
1836,599050,8.0,3050
1837,626292,6.0,1630
1838,454169,2.0,2844
1839,440133,3.0,1149
1840,787818,7.0,3727
1842,491663,5.0,3099
1843,841208,9.0,1820
1844,533249,5.0,3296
1845,1030477,7.0,2121
1846,1008103,4.0,1684
1847,370109,7.0,1433
1849,738184,3.0,4046
1850,850015,2.0,2887
1851,794836,1.0,4878
1852,360947,6.0,190
1853,653599,9.0,4745
1854,510191,4.0,4288
1855,530650,9.0,4548
1856,1144578,2.0,492
1857,1055553,6.0,674
1858,978427,5.0,4734
1859,714598,9.0,3935
1860,778789,8.0,4224
1861,555534,8.0,2351
1862,535911,10.0,2079
1863,840388,7.0,2209
1864,1021882,9.0,2165
1865,1125477,4.0,3690
1866,468598,4.0,1880
1867,855713,1.0,4232
1869,812351,4.0,234
1870,450742,9.0,509
1871,424409,1.0,2235
1872,945061,10.0,2547
1873,1039638,5.0,4857
1874,1000879,2.0,733
1875,1066416,7.0,3992
1876,923674,10.0,800
1877,1054081,4.0,4709
1878,856752,3.0,3431
1879,1051905,7.0,2808
1881,370851,3.0,3392
1882,588714,2.0,3676
1883,946340,9.0,4352
1884,523906,2.0,4763
1885,797212,8.0,2838
1886,818130,9.0,720
1887,891092,7.0,2630
1888,594535,8.0,4693
1890,376458,8.0,3097
1891,781154,1.0,3315
1892,1013242,10.0,1178
1893,698739,8.0,2531
1894,884576,2.0,4360
1895,654774,6.0,3214
1896,569834,7.0,3244
1897,509519,5.0,4672
1898,1138269,8.0,203
1899,683069,7.0,931
1901,361881,1.0,1934
1902,974430,2.0,1090
1903,489427,2.0,1558
1904,1034292,7.0,4157
1905,539592,6.0,3437
1906,1007234,2.0,1439
1907,449732,9.0,2952
1908,1053778,1.0,1372
1909,873008,8.0,4907
1910,769846,9.0,2981
1911,1026191,2.0,871
1912,709562,4.0,1087
1913,530999,5.0,2681
1914,538099,8.0,1484
1915,614665,1.0,1762
1916,453463,9.0,4430
1917,826968,10.0,835
1918,633809,3.0,2486
1919,901390,9.0,976
1920,726300,1.0,722
1921,449813,6.0,4749
1922,386603,1.0,3136
1923,1077508,7.0,3769
1925,752716,6.0,3552
1926,705973,1.0,2645
1927,916025,2.0,222
1928,501053,7.0,2767
1929,503691,2.0,4133
1930,772190,1.0,1864
1931,932500,7.0,3488
1932,677512,10.0,369
1933,1040312,6.0,958
1934,950486,5.0,1936
1935,356875,10.0,4078
1936,957232,2.0,1291
1937,1005730,9.0,3013
1938,422983,8.0,1754
1939,780082,5.0,995
1940,532851,8.0,3390
1942,694342,5.0,1074
1943,702932,10.0,982
1944,919483,2.0,322
1945,517169,2.0,1748
1946,564955,1.0,2501
1947,796340,4.0,2356
1948,429701,7.0,1303
1949,439352,9.0,1423
1951,547116,9.0,3536
1952,776858,4.0,2149
1953,751945,3.0,4115
1954,1004028,9.0,1711
1956,938861,2.0,1376
1957,521079,9.0,4421
1958,928713,8.0,3512
1959,371474,9.0,2318
1960,739863,2.0,3549
1961,1016684,4.0,941
1962,983340,5.0,4404
1963,1144183,7.0,1273
1964,726439,8.0,3976
1966,549179,4.0,1558
1968,819708,6.0,960
1969,565692,4.0,4808
1971,514254,8.0,4642
1972,697409,10.0,554
1973,775807,9.0,1028
1974,444407,9.0,973
1975,389724,2.0,2067
1976,1091181,7.0,4101
1977,1036252,7.0,4827
1978,993587,3.0,471
1979,603551,9.0,4716
1980,720147,4.0,4690
1981,713509,4.0,538
1982,524359,6.0,4294
1983,1000231,2.0,1093
1985,1125108,2.0,3976
1986,916603,5.0,2381
1987,506722,5.0,2643
1988,352887,8.0,3543
1989,506740,1.0,4427
1990,676634,1.0,1761
1991,362374,6.0,2680
1992,654139,9.0,176
1993,605617,1.0,3166
1994,765044,8.0,1164
1995,775490,4.0,4185
1996,581016,8.0,1856
1997,971669,1.0,2469
1998,482921,4.0,762
1999,438131,3.0,1871
2000,445738,8.0,620
2001,915306,6.0,1893
2002,732462,3.0,3666
2003,935927,4.0,4375
2004,989815,1.0,2432
2006,995567,7.0,4769
2007,895702,5.0,1614
2008,1128517,2.0,3898
2010,874705,3.0,1694
2012,806600,5.0,1866
2013,619747,5.0,4554
2014,706076,2.0,3902
2015,995184,7.0,2184
2016,759427,6.0,3107
2017,1020991,6.0,1932
2018,567281,3.0,1952
2019,635605,8.0,1147
2020,770742,7.0,1163
2022,766718,9.0,1800
2023,360295,9.0,614
2024,483224,6.0,1715
2025,554811,5.0,359
2026,1066031,3.0,1130
2028,1028002,6.0,1010
2029,458450,6.0,1006
2030,952579,5.0,3297
2031,721545,6.0,1678
2032,407252,4.0,3174
2033,493189,3.0,3432
2034,868065,5.0,2735
2035,962400,1.0,2052
2036,615421,1.0,2986
2037,696196,4.0,2149
2038,696074,7.0,2732
2040,726820,10.0,1734
2041,787843,4.0,4048
2042,996216,2.0,4742
2043,1029399,7.0,403
2044,454244,2.0,3592
2045,602723,3.0,1186
2046,782523,7.0,3026
2047,994876,5.0,1818
2048,581003,4.0,4067
2049,1112596,5.0,1292
2050,1004875,4.0,261
2051,645000,7.0,1196
2052,703155,6.0,1447
2053,737386,10.0,4511
2054,834507,3.0,2891
2056,568234,8.0,456
2057,553742,7.0,2696
2058,596630,9.0,1591
2059,1084434,4.0,4361
2060,580802,7.0,3484
2061,1120424,6.0,3369
2062,900431,6.0,765
2063,450048,2.0,2106
2064,422800,6.0,2900
2066,725432,6.0,1996
2068,785370,4.0,3184
2069,978554,6.0,4679
2070,1146718,1.0,2026
2071,753156,5.0,813
2072,667568,8.0,206
2074,1045253,8.0,274
2075,863083,9.0,3733
2076,671565,6.0,4642
2077,663757,6.0,4395
2078,404013,6.0,1074
2079,806003,2.0,655
2080,1124044,6.0,1877
2081,919890,6.0,3951
2082,420769,9.0,2419
2083,504910,10.0,755
2084,550814,10.0,559
2085,1054823,4.0,3860
2086,717665,1.0,462
2087,442813,9.0,2813
2088,562806,4.0,373
2090,394404,2.0,2573
2091,739021,9.0,1445
2092,660021,5.0,648
2093,690550,8.0,4312
2094,676790,10.0,664
2095,809148,2.0,2106
2096,892664,1.0,1698
2097,566264,4.0,4027
2098,973502,10.0,308
2099,808104,4.0,1324
2100,549082,6.0,4173
2101,433394,10.0,2200
2102,1111965,6.0,1596
2103,461222,8.0,4366
2104,643720,8.0,207
2105,880730,7.0,620
2106,456435,6.0,2202
2107,1051405,2.0,4876
2108,1014958,3.0,422
2109,670416,4.0,1058
2110,1056971,8.0,3425
2111,703774,5.0,4767
2112,564162,9.0,805
2114,1023068,5.0,2171
2115,931839,4.0,4210
2116,966545,1.0,2417
2117,806933,8.0,1673
2118,905478,6.0,1875
2119,643467,2.0,2009
2120,513321,6.0,4386
2121,466609,4.0,1934
2122,757794,9.0,2508
2124,451451,6.0,288
2125,864354,9.0,1452
2127,949084,9.0,1320
2128,397381,9.0,3875
2129,540867,3.0,2419
2130,956647,4.0,2116
2131,845437,6.0,4251
2132,720163,5.0,1187
2133,471960,4.0,4308
2134,1085124,9.0,1057
2135,785860,4.0,2082
2136,500059,3.0,4090
2137,454384,1.0,1364
2138,857052,6.0,4229
2139,623063,5.0,4581
2141,464104,2.0,4702
2142,1067000,6.0,4335
2143,1019476,6.0,3283
2144,1122120,5.0,1956
2145,1006723,6.0,1302
2146,399902,6.0,674
2147,418688,9.0,2188
2149,958200,2.0,4229
2150,654159,6.0,2468
2153,937971,10.0,924
2154,905883,1.0,3630
2155,696675,9.0,2275
2156,878036,8.0,3124
2157,564828,2.0,1311
2158,1000655,9.0,1635
2159,729794,10.0,771
2160,370875,8.0,2825
2161,795712,7.0,3793
2162,532624,1.0,3043
2164,914708,4.0,2005
2165,1139309,2.0,1099
2167,427140,2.0,4217
2168,652294,2.0,396
2171,1149307,8.0,2596
2172,683150,6.0,2721
2173,386282,5.0,2728
2174,528770,1.0,1234
2175,357201,6.0,4964
2176,530455,7.0,1199
2177,702434,1.0,4296
2178,554075,5.0,4322
2179,410040,5.0,4415
2180,597102,4.0,4630
2181,1127431,6.0,826
2182,1019538,9.0,3945
2183,838043,7.0,954
2184,605128,4.0,1484
2185,720021,6.0,3773
2186,974813,9.0,4849
2187,923604,4.0,4719
2189,559825,1.0,4462
2190,736898,4.0,3557
2192,408707,1.0,3302
2193,546226,4.0,196
2194,818444,3.0,495
2195,418135,7.0,4777
2197,423430,8.0,4591
2198,856540,7.0,2966
2199,881144,9.0,736
2200,1043283,5.0,3461
2201,962532,5.0,4846
2202,1120823,3.0,1667
2203,423667,9.0,4619
2204,1037762,6.0,4131
2205,1101306,6.0,1758
2206,505787,9.0,2516
2208,684493,7.0,1486
2209,760838,5.0,583
2210,378520,10.0,1001
2211,865571,5.0,4133
2212,1013450,9.0,4497
2214,523599,5.0,338
2215,571560,1.0,1593
2216,693218,7.0,4332
2217,487777,3.0,949
2218,1041805,2.0,649
2219,1089329,8.0,1766
2222,878107,10.0,3937
2223,632524,2.0,1240
2225,698483,6.0,568
2227,991209,4.0,4669
2228,660553,9.0,2262
2229,1072268,5.0,589
2230,1086342,6.0,2477
2231,992859,6.0,195
2232,502803,3.0,3596
2233,430071,2.0,3562
2234,649497,3.0,4826
2235,468480,4.0,4316
2236,581050,6.0,1266
2237,472482,8.0,347
2238,373044,7.0,4958
2239,496464,6.0,675
2240,931733,6.0,3168
2241,1129908,1.0,1752
2242,534426,5.0,1928
2243,607927,1.0,965
2244,1127664,2.0,3391
2245,851649,8.0,2048
2246,935356,7.0,2458
2247,483562,9.0,4036
2249,1064721,8.0,678
2250,828501,7.0,4923
2251,981069,6.0,847
2252,471737,2.0,996
2255,1000790,8.0,1633
2256,611441,2.0,2325
2257,1049088,5.0,184
2258,956391,1.0,1351
2259,995891,2.0,169
2260,1124100,2.0,4827
2261,1136042,1.0,1588
2262,1141390,3.0,3963
2264,827201,6.0,1317
2265,562794,4.0,4325
2266,1144282,7.0,889
2268,897003,6.0,3162
2269,649058,5.0,1657
2270,983241,6.0,2694
2271,460934,4.0,2644
2272,1089570,1.0,3451
2273,435091,3.0,1709
2274,1026144,10.0,1562
2275,515868,7.0,1205
2276,600317,3.0,3513
2278,1073419,5.0,3429
2279,465765,6.0,3739
2280,451650,1.0,1016
2281,860599,4.0,1075
2282,1143534,5.0,2352
2283,702347,6.0,3680
2285,1069308,8.0,862
2289,489885,7.0,1375
2290,922728,5.0,1566
2291,1082316,6.0,1125
2292,645090,6.0,3264
2293,794573,5.0,3153
2294,490926,9.0,3648
2295,725233,5.0,1311
2298,730416,5.0,2087
2299,520356,1.0,2130
2300,539499,2.0,3153
2301,535577,9.0,174
2302,793686,4.0,3672
2303,377259,5.0,3361
2304,1069323,1.0,264
2305,666586,3.0,3346
2306,780838,7.0,3603
2307,532305,4.0,4936
2308,475667,3.0,1747
2309,1124677,8.0,1406
2310,752345,5.0,2998
2311,669346,1.0,849
2313,921476,5.0,2703
2314,735275,6.0,3792
2315,781186,8.0,200
2316,626935,10.0,4521
2318,1088765,3.0,3077
2319,466275,6.0,852
2320,589130,1.0,1809
2321,937172,8.0,812
2322,659241,7.0,1969
2323,1088925,5.0,3440
2324,365318,5.0,2594
2327,963562,4.0,405
2328,797957,9.0,3429
2329,455443,5.0,3279
2331,778293,4.0,3396
2333,852169,5.0,742
2334,1116240,3.0,1277
2335,818384,9.0,1696
2336,408448,6.0,4949
2337,544684,6.0,2881
2338,660230,9.0,711
2339,442051,3.0,427
2340,453318,3.0,4881
2342,835931,4.0,1042
2343,360228,3.0,4779
2344,596504,7.0,4612
2345,1062903,7.0,1369
2346,610269,7.0,1860
2347,1012282,1.0,2342
2349,637897,1.0,2771
2350,918725,5.0,2955
2351,604393,6.0,3567
2352,922502,7.0,4183
2353,755786,5.0,2403
2354,784880,7.0,542
2355,605265,4.0,3420
2356,930870,5.0,200
2357,624408,9.0,1047
2358,447864,6.0,2090
2359,740256,2.0,3571
2360,667541,9.0,2156
2361,582621,4.0,2178
2362,673175,9.0,1780
2363,373003,6.0,4918
2364,523438,1.0,4193
2365,498431,9.0,3191
2366,1073972,7.0,245
2367,1102171,4.0,1732
2369,630406,1.0,1018
2370,727424,4.0,3005
2371,665563,6.0,2793
2372,578359,5.0,1675
2373,855078,6.0,1559
2374,781814,8.0,2896
2375,1057492,3.0,480
2376,750858,7.0,4536
2377,456710,5.0,676
2378,625831,5.0,3226
2379,447312,8.0,4258
2380,479262,6.0,1297
2381,538462,4.0,965
2382,936920,3.0,3087
2383,754792,2.0,4446
2384,1082322,10.0,2078
2385,469716,6.0,1804
2386,740045,6.0,1308
2388,791194,4.0,4334
2389,613628,6.0,4266
2390,1014087,3.0,4998
2391,575041,8.0,876
2392,974346,2.0,3197
2393,802264,6.0,1440
2394,838002,6.0,1217
2396,936143,6.0,238
2398,1032654,9.0,186
2399,806476,1.0,1366
2400,938576,6.0,2621
2401,1059964,5.0,4326
2402,721415,3.0,1734
2403,707758,3.0,3744
2404,394639,10.0,1893
2405,541042,9.0,3996
2406,718767,2.0,3666
2407,435110,2.0,812
2409,1148398,10.0,875
2410,982620,3.0,1838
2411,1134235,10.0,3469
2412,426604,3.0,4181
2413,445896,4.0,292
2414,391861,5.0,1834
2415,848159,6.0,3994
2416,886358,5.0,1340
2417,438125,9.0,1222
2418,1139581,8.0,3572
2419,856927,9.0,830
2421,835083,3.0,4260
2422,845270,4.0,1954
2423,838661,8.0,2085
2424,576217,8.0,1567
2425,460189,7.0,497
2426,1102703,1.0,901
2427,1093154,4.0,1159
2428,1066724,6.0,1733
2429,381872,1.0,2869
2430,861637,6.0,3683
2431,368965,8.0,1803
2432,705328,9.0,418
2433,508392,10.0,3071
2434,969153,6.0,2365
2435,837332,8.0,1744
2437,662463,5.0,2429
2438,972113,3.0,669
2439,451905,7.0,1883
2440,840145,1.0,276
2441,1140171,8.0,1437
2442,975989,6.0,3011
2443,1040013,1.0,749
2444,714197,9.0,3313
2445,782015,3.0,4667
2446,568831,6.0,3130
2447,673221,3.0,4195
2448,581464,9.0,1743
2449,851007,9.0,3470
2450,790384,6.0,1552
2451,641221,3.0,1434
2452,1123763,3.0,3228
2453,959475,5.0,2939
2454,701768,7.0,249
2455,355924,8.0,3232
2456,418553,6.0,2854
2457,861470,4.0,532
2459,863638,7.0,3377
2461,690993,2.0,3493
2462,963159,8.0,3741
2464,719289,8.0,375
2465,503530,2.0,4518
2466,892013,9.0,2451
2467,1000921,7.0,2827
2468,584856,7.0,4560
2469,778332,1.0,2781
